Municipio,Codigo,Año,Total suscriptores urbanos,Suscriptores  urbano estrato 01,Suscriptores  urbano estrato 02,Suscriptores urbano estrato 03,Suscriptores urbano estrato 04,Suscriptores  urbano estrato 05,Suscriptores urbano estrato 06,Suscriptores urbano industrial,Suscriptores urbano  comercial,Suscriptores urbano oficial,Suscriptores urbano alumbrado publico,Consumo promedio urbano estrato 01,Consumo promedio urbano estrato 02,Consumo promedio urbano estrato 03,Consumo promedio urbano estrato 04,Consumo promedio urbano estrato 05,Consumo promedio urbano estrato 06,Consumo promedio urbano industrial,Consumo promedio urbano comercial,Consumo promedio urbano oficial,Consumo promedio urbano alumbrado publico,Consumo total urbano estrato 01,Consumo total urbano estrato 02,Consumo total urbano estrato 03,Consumo total urbano estrato 04,Consumo total urbano estrato 05,Consumo total urbano estrato 06,Consumo total urbano industrial,Consumo total urbano comercial,Consumo total urbano oficial,Consumo total urbano alumbrado publico,# Suscriptores rurales,Suscriptores rural estrato 01,Suscriptores  rural estrato 02,Suscriptores  rural estrato 03,Suscriptores rural estrato 04,Suscriptores rural estrato 05,Suscriptores rural estrato 06,Suscriptores rural industrial,Suscriptores rural comercial,Suscriptores rural oficial,Suscriptores rural alumbrado publico,Consumo promedio rural estrato 01,Consumo promedio rural estrato 02,Consumo promedio rural estrato 03,Consumo promedio rural estrato 04,Consumo promedio rural estrato 05,Consumo promedio rural estrato 06,Consumo promedio rural industrial,Consumo promedio rural comercial,Consumo promedio rural oficial,Consumo promedio rural alumbrado publico,Consumo total rural estrato 01,Consumo total rural estrato 02,Consumo total rural estrato 03,Consumo total rural estrato 04,Consumo total rural estrato 05,Consumo total rural estrato 06,Consumo total rural industrial,Consumo total rural comercial,Consumo total rural oficial,Consumo total rural alumbrado publico,Porcentaje cobertuta municipio
Miranda,19455,2013,4993,2199,2387,151,0,0,0,16,182,32,26,1085.7007730786722,1370.5538332635108,1317.6622516556292,0,0,0,135204.0625,4063.032967032967,10126.5,63177.61538461538,2387456,3271512,198967,0,0,0,2163265,739472,324048,1642618,2496.0,2217,207,1,0,0,0,2,29,40,0,809.5502931889941,1470.6666666666667,3207,0,0,0,694257,3124.8275862068967,5372.275,0,1794773,304428,3207,0,0,0,1388514,90620,214891,0,0.96
Miranda,19455,2014,5239,2424,2422,140,0,0,0,13,183,31,26,1072.2211221122113,1327.4843104872007,1476.9714285714285,0,0,0,165634.76923076922,3544.273224043716,11040.41935483871,62311.192307692305,2599064,3215167,206776,0,0,0,2153252,648602,342253,1620091,2616.0,2331,210,1,0,0,0,4,30,40,0,1109.973830973831,1817.0285714285715,3719,0,0,0,347006.75,7395.766666666666,7717.225,0,2587349,381576,3719,0,0,0,1388027,221873,308689,0,0.98
Miranda,19455,2015,5452,2549,2519,130,0,0,0,11,184,33,26,1107.3542565712044,1320.4005557761016,1698.5615384615385,0,0,0,214067.0909090909,2998.6684782608695,11032.969696969696,73448.76923076923,2822646,3326089,220813,0,0,0,2354738,551755,364088,1909668,2689.0,2394,215,1,0,0,0,4,34,41,0,1026.8659147869673,1883.6,2114,0,0,0,512844,12523.911764705883,9992.09756097561,0,2458317,404974,2114,0,0,0,2051376,425813,409676,0,0.98
Padilla,19513,2013,1235,785,378,2,0,0,0,6,38,14,12,1133.124840764331,1296.8068783068784,2057.5,0,0,0,40740.666666666664,3391,7719.642857142857,43590.583333333336,889503,490193,4115,0,0,0,244444,128858,108075,523087,1358.0,1273,46,0,0,0,0,5,10,24,0,1170.4540455616655,1716.2391304347825,0,0,0,0,54449,3396.7,2481.7083333333335,0,1489988,78947,0,0,0,0,272245,33967,59561,0,0.95
Miranda,19455,2016,5662,2716,2564,125,0,0,0,11,186,34,26,1091.3427835051546,1317.4087363494539,1749.184,0,0,0,238076.18181818182,2072.2634408602153,9547.70588235294,76746.57692307692,2964087,3377836,218648,0,0,0,2618838,385441,324622,1995411,2732.0,2441,214,1,0,0,0,4,33,39,0,908.3613273248668,1821.1261682242991,1735,0,0,0,589888,18136.151515151516,10316.74358974359,0,2217310,389721,1735,0,0,0,2359552,598493,402353,0,0.99
Miranda,19455,2017,5865,2882,2598,119,0,0,0,11,193,36,26,1066.0253296321998,1268.816012317167,1609.90756302521,0,0,0,324452.8181818182,2175.704663212435,10145.361111111111,60014.269230769234,3072285,3296384,191579,0,0,0,3568981,419911,365233,1560371,2982.0,2691,214,1,0,0,0,4,33,39,0,850.3589743589744,1745.03738317757,2059,0,0,0,559261.75,18060.696969696968,7454.461538461538,0,2288316,373438,2059,0,0,0,2237047,596003,290724,0,0.993
Morales ,19473,2012,676,247,323,26,1,0,0,10,42,11,16,903.2024291497976,1257.5882352941176,2567.423076923077,1750,0,0,10045.3,1917.3095238095239,8790.363636363636,15383.875,223091,406201,66753,1750,0,0,100453,80527,96694,246142,4888.0,4452,345,1,0,0,0,4,31,55,0,606.2836927223719,689.5333333333333,1452,0,0,0,3489,537.8387096774194,1868.8909090909092,0,2699175,237889,1452,0,0,0,13956,16673,102789,0,0.0
Morales ,19473,2013,717,272,342,27,1,0,0,10,41,11,13,947.25,1371.5584795321638,2396.740740740741,1274,0,0,10804.9,2273.682926829268,9126.636363636364,21943.615384615383,257652,469073,64712,1274,0,0,108049,93221,100393,285267,5333.0,4883,348,1,0,0,0,5,40,56,0,615.8726192914193,811.2959770114943,1678,0,0,0,2165.8,625.425,2296.4821428571427,0,3007306,282331,1678,0,0,0,10829,25017,128603,0,0.8
Padilla,19513,2014,1260,807,379,2,0,0,0,6,40,14,12,1109.7819083023544,1231.0501319261214,1418,0,0,0,37407.5,3952.625,7783.571428571428,31017.916666666668,895594,466568,2836,0,0,0,224445,158105,108970,372215,1428.0,1342,47,0,0,0,0,5,12,22,0,1262.854694485842,2175.851063829787,0,0,0,0,51388.4,2456.3333333333335,2720.3636363636365,0,1694751,102265,0,0,0,0,256942,29476,59848,0,0.97
Morales ,19473,2014,739,291,347,25,1,0,0,10,40,12,13,875.1855670103092,1404.6224783861671,2521.4,1348,0,0,12612.4,2431.3,8089.166666666667,21679.384615384617,254679,487404,63035,1348,0,0,126124,97252,97070,281832,5560.0,5103,350,1,0,0,0,6,41,59,0,639.5878894767784,838.8542857142858,1502,0,0,0,1894.3333333333333,364.9268292682927,1974.6949152542372,0,3263817,293599,1502,0,0,0,11366,14962,116507,0,0.85
Morales ,19473,2015,782,314,363,22,1,0,0,10,44,15,13,874.4044585987261,1387.4022038567493,2779.4545454545455,940,0,0,13531.4,2319.75,7077.066666666667,21674.384615384617,274563,503627,61148,940,0,0,135314,102069,106156,281767,6008.0,5539,349,1,1,0,0,6,49,63,0,580.3841848709153,818.9598853868195,2214,1,0,0,2250.3333333333335,441.46938775510205,1647.3650793650793,0,3214748,285817,2214,1,0,0,13502,21632,103784,0,0.88
Morales ,19473,2016,808,326,373,20,1,0,0,10,45,20,13,891.920245398773,1399.7292225201072,2586.9,2393,0,0,13028.2,2136.6444444444446,5423.55,21913.76923076923,290766,522099,51738,2393,0,0,130282,96149,108471,284879,6297.0,5827,350,1,1,0,0,6,46,66,0,558.8328470911275,767.3828571428571,953,0,0,0,2831.6666666666665,504.9347826086956,1504.2424242424242,0,3256319,268584,953,0,0,0,16990,23227,99280,0,0.9
Morales ,19473,2017,850,346,385,18,1,0,0,10,57,20,13,859.864161849711,1442.7116883116882,2570.1666666666665,4372,0,0,12464.3,1783,5485.6,14306.615384615385,297513,555444,46263,4372,0,0,124643,101631,109712,185986,6521.0,6043,353,1,1,0,0,6,41,76,0,714.9407579017045,940.9065155807366,2552,0,0,0,2410.5,581.3658536585366,1458.25,0,4320387,332140,2552,0,0,0,14463,23836,110827,0,0.93
Padilla,19513,2012,1210,768,376,2,0,0,0,6,32,14,12,1185.26953125,1259.2898936170213,2355.5,0,0,0,41106.666666666664,3277.40625,6933.142857142857,35066,910287,473493,4711,0,0,0,246640,104877,97064,420792,1420.0,1330,53,0,0,0,0,4,9,24,0,1180.3954887218044,1398.1698113207547,0,0,0,0,33592.5,4705.111111111111,2354.8333333333335,0,1569926,74103,0,0,0,0,134370,42346,56516,0,0.0
Padilla,19513,2015,1298,840,382,2,0,0,0,6,41,15,12,1106.9511904761905,1250.0183246073298,1324,0,0,0,64607.666666666664,4399.1463414634145,9032,27020.666666666668,929839,477507,2648,0,0,0,387646,180365,135480,324248,1361.0,1280,43,0,0,0,0,5,12,21,0,1427.75,2292.046511627907,0,0,0,0,80117,3014.25,2579.3809523809523,0,1827520,98558,0,0,0,0,400585,36171,54167,0,0.98
Padilla,19513,2016,1320,858,386,2,0,0,0,6,41,15,12,1101.1433566433566,1275.9637305699482,1599.5,0,0,0,67491.16666666667,4288.073170731707,7775.4,26938.25,944781,492522,3199,0,0,0,404947,175811,116631,323259,1258.0,1184,38,0,0,0,0,5,11,20,0,1379.6824324324325,2429.9210526315787,0,0,0,0,91377.8,2806.090909090909,2688.15,0,1633544,92337,0,0,0,0,456889,30867,53763,0,0.99
Padilla,19513,2017,1338,872,390,2,0,0,0,6,41,15,12,1072.8176605504586,1223.7384615384615,2336,0,0,0,23999.333333333332,4092.243902439024,6508.8,25704.083333333332,935497,477258,4672,0,0,0,143996,167782,97632,308449,1263.0,1188,38,0,0,0,0,8,9,20,0,1305.2340067340067,2085.7894736842104,0,0,0,0,41059.375,2789.4444444444443,2339.85,0,1550618,79260,0,0,0,0,328475,25105,46797,0,0.993
Paez,19517,2012,1683,712,785,37,0,0,0,14,82,28,25,604.0337078651686,649.1898089171974,1161.7297297297298,0,0,0,3941.1428571428573,5345.414634146341,3954.4285714285716,12294.08,430072,509614,42984,0,0,0,55176,438324,110724,307352,4689.0,4149,362,8,6,0,2,11,43,108,0,438.4473367076404,249.05524861878453,365.25,452.3333333333333,0,433.5,7309.909090909091,602.3255813953489,1210.8703703703704,0,1819118,90158,2922,2714,0,867,80409,25900,130774,0,0.0
Paez,19517,2013,1454,648,624,37,0,0,0,15,88,23,19,735.7438271604939,870.9407051282051,1132.081081081081,0,0,0,114764.4,5168.102272727273,4573.434782608696,25001,476762,543467,41887,0,0,0,1721466,454793,105189,475019,4940.0,4570,207,4,3,0,1,9,41,105,0,455.93326039387307,428.8985507246377,662,992.3333333333334,0,941,9337.666666666666,802.560975609756,1578.5619047619048,0,2083615,88782,2648,2977,0,941,84039,32905,165749,0,0.71
Paez,19517,2014,1452,643,631,33,0,0,0,13,90,23,19,751.4354587869362,863.6244057052298,1187.878787878788,0,0,0,2857.3076923076924,4688.144444444444,4115,24950.947368421053,483173,544947,39200,0,0,0,37145,421933,94645,474068,5376.0,5016,195,4,3,0,1,9,43,105,0,537.0881180223286,440.45641025641027,607.5,642.6666666666666,0,756,14871.555555555555,721.9302325581396,1395.6095238095238,0,2694034,85889,2430,1928,0,756,133844,31043,146539,0,0.733
Paez,19517,2015,1484,657,657,33,0,0,0,13,79,26,19,798.7808219178082,928.6590563165905,1147.7272727272727,0,0,0,2415.846153846154,5169.455696202532,3838.076923076923,25319.736842105263,524799,610129,37875,0,0,0,31406,408387,99790,481075,5647.0,5292,174,4,3,0,1,12,45,116,0,560.9202569916856,420.14942528735634,990.75,781.6666666666666,0,578,16083.916666666666,1103.8,1574.3362068965516,0,2968390,73106,3963,2345,0,578,193007,49671,182623,0,0.74
Paez,19517,2016,1524,666,684,32,0,0,0,13,84,25,20,996.7582582582583,1083.7880116959063,1350.84375,0,0,0,1883,4750.714285714285,4028.52,23998.3,663841,741311,43227,0,0,0,24479,399060,100713,479966,5962.0,5624,172,4,2,0,1,10,45,104,0,782.0812588904694,488.95348837209303,1208.25,1180.5,0,1201,11625.6,1378.7777777777778,2166.8076923076924,0,4398425,84100,4833,2361,0,1201,116256,62045,225348,0,0.75
Paez,19517,2017,1594,726,684,31,0,0,0,13,94,27,19,810.8457300275483,904.2573099415205,1150.6129032258063,0,0,0,2304.4615384615386,3054.340425531915,4038.814814814815,25538.263157894737,588674,618512,35669,0,0,0,29958,287108,109048,485227,6565.0,6229,168,4,2,0,1,10,45,106,0,615.7513244501525,453.48809523809524,1097.5,1048,0,1117,7850,1180.5111111111112,3720.254716981132,0,3835515,76186,4390,2096,0,1117,78500,53123,394347,0,0.76
Piamonte,19533,2016,860,815,0,0,0,0,0,2,29,14,0,501.03926380368097,0,0,0,0,0,112.5,1975.1724137931035,4181.571428571428,0,408347,0,0,0,0,0,225,57280,58542,0,293.0,278,0,0,0,0,0,0,4,11,0,348.1151079136691,0,0,0,0,0,0,3038,402.90909090909093,0,96776,0,0,0,0,0,0,12152,4432,0,0.52
Patia (El Bordo),19532,2012,3858,1546,1745,104,1,0,0,44,362,37,19,1205.3971539456663,1396.4865329512893,1859.0192307692307,3086,0,0,4370.159090909091,3139.596685082873,12666.621621621622,36717.52631578947,1863544,2436869,193338,3086,0,0,192287,1136534,468665,697633,4334.0,3475,730,8,1,0,0,20,78,22,0,744.9919424460431,1160.6890410958904,1395.875,480,0,0,8540.25,2765.6923076923076,3850.6463414634145,0,2588847,847303,11167,480,0,0,170805,215724,315753,0,0.0
Patia (El Bordo),19532,2013,3878,1528,1769,106,1,0,0,44,374,37,19,972.9280104712042,1393.6546071226683,1863.9811320754718,3247,0,0,3229.340909090909,3129.780748663102,11154.864864864865,42805.05263157895,1486634,2465375,197582,3247,0,0,142091,1170538,412730,813296,4442.0,3525,722,8,1,0,0,19,83,84,0,1207.6252482269504,1454.2576177285318,1383.125,2066,0,0,14533.842105263158,2882.3493975903616,5774.4047619047615,0,4256879,1049974,11065,2066,0,0,276143,239235,485050,0,0.9
Patia (El Bordo),19532,2014,3972,1597,1790,106,1,0,0,44,378,37,19,955.6217908578585,1378.2659217877094,1626.2264150943397,4024,0,0,3128.1363636363635,3166.153439153439,12763.675675675675,42217.31578947369,1526128,2467096,172380,4024,0,0,137638,1196806,472256,802129,4593.0,3675,720,8,1,0,0,20,85,84,0,1438.9303401360544,1618.825,1492.375,2184,0,0,14336.75,3576.3411764705884,6100,0,5288069,1165554,11939,2184,0,0,286735,303989,512400,0,0.924
Patia (El Bordo),19532,2015,4062,1669,1809,105,1,0,0,45,378,36,19,1001.5674056321151,1407.4389165284688,1656.2571428571428,4580,0,0,3237.4222222222224,3309.39417989418,12888.583333333334,41882.26315789474,1671616,2546057,173907,4580,0,0,145684,1250951,463989,795763,4660.0,3761,706,7,1,0,0,22,79,84,0,1425.46636532837,1631.3186968838527,1671.4285714285713,2184,0,0,13493.59090909091,4346.392405063291,6746.690476190476,0,5361179,1151711,11700,2184,0,0,296859,343365,566722,0,0.924
Piamonte,19548,2017,906,862,0,0,0,0,0,2,24,17,1,878.5359628770302,0,0,0,0,0,11.5,4338.291666666667,7308.35294117647,0,757298,0,0,0,0,,23,104119,124242,0,331.0,315,0,0,0,0,0,0,4,12,0,623.631746031746,0,0,0,0,0,0,4284,438.75,0,196444,0,0,0,0,0,,17136,5265,0,0.52
Patia (El Bordo),19532,2016,4192,1762,1835,107,1,0,0,46,387,36,18,1002.21623155505,1401.9384196185285,1600,3960,0,0,3226.5,3421.139534883721,11678.583333333334,43698.166666666664,1765905,2572557,171200,3960,0,0,148419,1323981,420429,786567,4643.0,3772,686,6,1,0,0,24,71,83,0,1627.7948038176035,1672.5845481049562,1567.3333333333333,386,0,0,12530.708333333334,4549.225352112676,6789.734939759036,0,6140042,1147393,9404,386,0,0,300737,322995,563548,0,0.95
Patia (El Bordo),19532,2017,4315,1835,1870,109,1,0,0,46,400,36,18,950.76621253406,1310.4433155080214,1517.2935779816514,4487,0,0,3164.086956521739,3175.8775,11305.222222222223,35086.88888888889,1744656,2450529,165385,4487,0,0,145548,1270351,406988,631564,4960.0,4089,686,6,1,0,0,24,71,83,0,1418.0114942528735,1487.4650145772596,1427.6666666666667,434,0,0,13206.958333333334,3950.1830985915494,5734.78313253012,0,5798249,1020401,8566,434,0,0,316967,280463,475987,0,0.95
Piamonte,19533,2012,409,383,0,0,0,0,0,0,20,6,0,873.7885117493472,0,0,0,0,0,0,3668.65,5777.833333333333,0,334661,0,0,0,0,0,0,73373,34667,0,387.0,361,0,0,0,0,0,1,14,11,0,794.792243767313,0,0,0,0,0,759,2297.5714285714284,765.4545454545455,0,286920,0,0,0,0,0,759,32166,8420,0,0.0
Piamonte,19533,2013,460,430,0,0,0,0,0,0,23,7,0,883.1627906976744,0,0,0,0,0,0,3636.217391304348,5817.714285714285,0,379760,0,0,0,0,0,0,83633,40724,0,418.0,390,0,0,0,0,0,2,14,12,0,812.9769230769231,0,0,0,0,0,676,2289.214285714286,1249.0833333333333,0,317061,0,0,0,0,0,1352,32049,14989,0,0.48
Piamonte,19533,2014,502,472,0,0,0,0,0,0,23,7,0,912.7542372881356,0,0,0,0,0,0,4373.391304347826,13876.142857142857,0,430820,0,0,0,0,0,0,100588,97133,0,444.0,417,0,0,0,0,0,2,13,12,0,747.0983213429257,0,0,0,0,0,534.5,1991,1512,0,311540,0,0,0,0,0,1069,25883,18144,0,0.496
Piamonte,19533,2015,654,617,0,0,0,0,0,2,26,9,0,783.2933549432739,0,0,0,0,0,232,2300.846153846154,9257.888888888889,0,483292,0,0,0,0,0,464,59822,83321,0,423.0,399,0,0,0,0,0,2,10,12,0,678.3358395989975,0,0,0,0,0,66.5,2497.4,1626.6666666666667,0,270656,0,0,0,0,0,133,24974,19520,0,0.5
Piendamo,19548,2012,4415,1258,1795,924,0,0,0,35,355,35,13,963.2535771065183,1105.7136490250696,1321.0357142857142,0,0,0,7119.285714285715,2811.8169014084506,7055.5142857142855,53215.38461538462,1211773,1984756,1220637,0,0,0,249175,998195,246943,691800,5866.0,4548,1118,48,2,0,0,30,67,52,1,690.1479771328056,955.5652951699464,1101.625,2145.5,0,0,10054.466666666667,4186.955223880597,2150.6923076923076,1361,3138793,1068322,52878,4291,0,0,301634,280526,111836,1361,0.0
Piendamo,19548,2013,4528,1342,1833,915,0,0,0,33,361,33,11,920.0119225037258,1137.5199127114022,1436.2830601092896,0,0,0,5894.090909090909,2854.1329639889195,8448.666666666666,75543.09090909091,1234656,2085074,1314199,0,0,0,194505,1030342,278806,830974,6043.0,4724,1118,46,2,0,0,29,71,52,1,648.9333192209991,968.288908765653,1109,1365,0,0,13845.344827586207,4595.633802816901,2129.076923076923,1096,3065561,1082547,51014,2730,0,0,401515,326290,110712,1096,0.89
Piendamo,19548,2014,4691,1427,1894,918,0,0,0,33,374,34,11,863.3601962158374,1082.071277719113,1387.8529411764705,0,0,0,6778.030303030303,2723.513368983957,8032.705882352941,74634.27272727272,1232015,2049443,1274049,0,0,0,223675,1018594,273112,820977,6262.0,4945,1119,45,0,0,0,29,70,54,0,643.9642062689585,975.9142091152816,1101.4444444444443,0,0,0,14192.793103448275,5340.442857142857,1906.2962962962963,0,3184403,1092048,49565,0,0,0,411591,373831,102940,0,0.92
Piendamo,19548,2015,4860,1512,1945,933,0,0,0,35,387,37,11,906.5456349206349,1116.7408740359897,1364.6430868167204,0,0,0,7812.371428571429,2705.684754521964,7812.243243243243,55409.545454545456,1370697,2172061,1273212,0,0,0,273433,1047100,289053,609505,6376.0,5053,1121,46,0,0,0,29,73,54,0,671.1165644171779,997.4603033006244,1189.4347826086957,0,0,0,13884.448275862069,5635.219178082192,2468.0925925925926,0,3391152,1118153,54714,0,0,0,402649,411371,133277,0,0.96
Popayan,19001,2017,77649,10181,25404,19705,13215,2959,520,421,4999,217,28,1414.0440035359984,1246.9174539442608,1365.3697031210352,1481.5360575104048,1589.2335248394727,1943.4730769230769,30898.845605700713,5007.802560512102,19166.935483870966,26778.85714285714,14396382,31676691,26904610,19578499,4702542,1010606,13008414,25034005,4159225,749808,21111.0,12591,3332,1257,1173,246,93,155,2040,222,2,797.9750615519022,1225.0768307322928,1662.9284009546539,2102.4731457800513,2221.569105691057,3566.2150537634407,64855.8064516129,6847.674019607844,48533.02252252252,5613259,10047304,4081956,2090301,2466201,546506,331658,10052650,13969255,10774331,11226518,0.999
Piendamo,19548,2016,4993,1567,1992,946,0,0,0,35,406,36,11,918.401403956605,1105.7153614457832,1331.443974630021,0,0,0,8689.171428571428,2643.6059850374063,7605.333333333333,49598.818181818184,1439135,2202585,1259546,0,0,0,304121,1060086,273792,545587,6485.0,5157,1122,46,0,0,0,31,74,55,0,684.4975761101416,989.9188948306595,1191.108695652174,0,0,0,13542.483870967742,4352.243243243243,3044.672727272727,0,3529954,1110689,54791,0,0,0,419817,322066,167457,0,0.97
Piendamo,19548,2017,5203,1682,2058,957,0,0,0,35,422,38,11,910.1914387633769,1076.3741496598639,1285.0219435736676,0,0,0,10826.714285714286,2663.5734597156397,7165.605263157895,49463.36363636364,1530942,2215178,1229766,0,0,0,378935,1124028,272293,544097,6652.0,5313,1124,49,0,0,0,31,80,55,0,688.9235836627141,997.8078291814946,1289.8163265306123,0,0,0,14022.354838709678,3858.85,3073.2727272727275,0,3660251,1121536,63201,0,0,0,434693,308708,169030,0,0.97
Popayan,19001,2012,69833,11868,19639,20192,8013,3001,509,483,5771,352,5,1572.7041624536569,1393.4684047049238,1571.2795661648177,1797.1169349806564,1903.2949016994335,2477.563850687623,30981.931677018634,4846.350199272223,20335.22443181818,2605576.8,18664853,27366326,31727277,14400298,5711788,1261080,14964273,27968287,7157999,13027884,9124.0,6283,2096,232,61,64,8,75,189,114,2,843.8756963234124,1217.6583969465648,1980.0172413793102,2091.3278688524592,2316.890625,2942,90165.97333333333,30287.32275132275,33544.52631578947,2151781.5,5302071,2552212,459364,127571,148281,23536,6762448,5724304,3824076,4303563,0.0
Popayan,19001,2013,71495,12823,20726,20034,8065,3037,520,443,5532,309,6,1477.413085861343,1340.1865289973946,1519.8838474593192,1742.2684438933663,1876.5758972670399,2398.2653846153844,205154.98645598194,5583.907989877079,33408.38187702266,1438317,18944868,27776706,30449353,14051395,5699161,1247098,90883659,30890179,10323190,8629902,10219.0,6602,2054,398,275,76,11,101,553,148,1,769.8703423205089,1232.9070107108082,2282.4422110552764,2373.522033898305,2390.315789473684,3956.2727272727275,100833.12871287129,15216.269439421338,53286.95945945946,9771058,5082684,2532391,908412,700189,181664,43519,10184146,8414597,7886470,9771058,0.99
Popayan,19001,2014,70916,13345,21616,19522,7675,3138,529,397,4447,243,4,1435.0519295616336,1335.6405440414508,1502.7307652904415,1693.1581758957655,1820.4984066284258,2320.0378071833647,21689.25692695214,4754.380930964695,19067.51440329218,25196,19150768,28871206,29336310,12994989,5712724,1227300,8610635,21142732,4633406,100784,15414.0,8720,2498,892,972,116,15,146,1849,205,1,790.1636467889908,1323.906325060048,2115.903587443946,2140.9845679012346,2316.698275862069,4310.8,76668.80821917808,8380.210924824229,46104.68780487805,14024817,6890227,3307118,1887386,2081037,268737,64662,11193646,15495010,9451461,14024817,0.994
Popayan,19001,2015,72525,10526,21667,21470,9739,3376,554,391,4570,228,4,1493.4281778453353,1321.3966400516915,1482.6390777829529,1630.0460006160797,1698.2600710900474,2146.51083032491,28805.12787723785,5034.164551422319,19228.02192982456,26995,15719825,28630701,31832261,15875018,5733326,1189167,11262805,23006132,4383989,107980,17504.0,9471,2845,1396,1154,216,91,149,1970,211,1,824.1408510188998,1306.7789103690686,1662.6146131805158,2143.629116117851,2161.2175925925926,2776.230769230769,78527.71812080537,7522.908629441625,49814.37914691943,14372391,7805438,3717786,2321010,2473748,466823,252637,11700630,14820130,10510834,14372391,0.995
Popayan,19001,2016,74892,8831,23921,20561,12748,2974,482,400,4743,227,5,1607.4461555882685,1286.8712846452906,1416.1211030591896,1555.1753216190775,1685.4001344989913,2043.7842323651453,22883.04,5079.439806029939,17951.26872246696,16559.4,14195357,30783248,29116866,19825375,5012380,985104,9153216,24091783,4074938,82797,18270.0,9863,3273,1256,1175,256,96,147,1988,215,1,826.6511203487782,1245.7681026581117,1646.1353503184714,2126.8476595744683,2248.16796875,3030.0729166666665,72895.59863945578,6926.96277665996,51303.706976744186,15330914,8153260,4077399,2067546,2499046,575531,290887,10715653,13770802,11030297,15330914,0.998
Puerto Tejada ,19573,2012,8082,1368,4349,1799,4,0,4,47,471,30,10,1399.2529239766081,1558.6813060473671,1485.6898276820457,5314.5,0,3107.25,145313.17021276595,8850.070063694267,35207.63333333333,126670.7,1914178,6778705,2672756,21258,0,12429,6829719,4168383,1056229,1266707,1120.0,864,209,0,1,0,3,11,17,13,2,1419.9675925925926,1517.9665071770335,0,728,0,5281.666666666667,150151,6996.411764705882,105602.84615384616,29964.5,1226852,317255,0,728,0,15845,1651661,118939,1372837,59929,0.0
Puerto Tejada ,19573,2013,9450.815879534566,5506.815879534565,1461,1903,4,0,4,49,486,26,11,1562.8158795345653,1683.620004515692,1726.7819232790332,5111.25,0,2832.25,182673.3673469388,8699.456790123457,14531.76923076923,122297.18181818182,2283274,7456753,3286066,20445,0,11329,8950995,4227936,377826,1345269,1153.0,893,209,0,1,0,3,16,16,13,2,1396.353863381859,1508.9138755980862,0,364,0,1941.3333333333333,192107.125,7310.9375,138729.46153846153,18782.5,1246944,315363,0,364,0,5824,3073714,116975,1803483,37565,0.95
Puerto Tejada ,19573,2014,8642,1780,4200,2083,4,0,4,44,490,26,11,1876.6584269662922,1776.4657142857143,1668.7076332213155,5111.5,0,2996.25,196085.13636363635,9870.05918367347,11919.192307692309,121750.18181818182,3340452,7461156,3475918,20446,0,11985,8627746,4836329,309899,1339252,1219.0,923,213,0,24,0,3,24,17,13,2,1741.0303358613219,2153.474178403756,0,142.625,0,2760.6666666666665,206805.83333333334,7423.117647058823,114476.53846153847,12510,1606971,458690,3423,0,0,8282,4963340,126193,1488195,25020,0.96
Puerto Tejada ,19573,2015,8886,2128,4223,1946,4,0,4,43,501,26,11,2041.938909774436,1841.548898887047,1618.5775950668037,4685.75,0,4172.75,205776.6511627907,10305.940119760478,10247.961538461539,116317.81818181818,4345246,7776861,3149752,18743,0,16691,8848396,5163276,266447,1279496,1217.0,943,211,0,0,0,3,27,18,13,2,2009.5853658536585,2443.8483412322275,0,0,0,1354.3333333333333,292030,5947,27074.76923076923,9359.5,1895039,515652,0,0,0,4063,7884810,107046,351972,18719,0.98
Puerto Tejada ,19573,2016,9403,2483,4315,2005,4,0,4,39,513,29,11,1777.1751913008457,1817.0169177288528,1603.3426433915213,4078.75,0,4930.75,222070.53846153847,10657.713450292398,13318.448275862069,122002.09090909091,4412726,7840428,3214702,16315,0,19723,8660751,5467407,386235,1342023,1211.0,938,211,0,1,0,2,27,17,13,2,1874.4594882729211,2163.4312796208533,454,0,0,1771.5,389193.037037037,8186.470588235294,23837.076923076922,17636,1758243,456484,454,0,0,3543,10508212,139170,309882,35272,0.99
Puerto Tejada ,19573,2017,9776,2672,4422,2065,4,0,4,48,520,30,11,1700.120508982036,1721.24197195839,1551.2271186440678,3255,0,5432,2025118.1041666667,9440.892307692307,12315.466666666667,120062.27272727272,4542722,7611332,3203284,13020,0,21728,97205669,4909264,369464,1320685,1219.0,943,216,1,0,0,2,25,17,13,2,1806.9777306468716,2079.152777777778,2668,0,0,2350,572179.76,10223.823529411764,28123.69230769231,24395.5,1703980,449097,2668,0,0,4700,14304494,173805,365608,48791,0.999
Purace,19585,2012,789,296,422,18,0,0,0,10,5,29,9,619.9797297297297,912.872037914692,1160.388888888889,0,0,0,33601.7,7059,3067.1724137931033,10203.888888888889,183514,385232,20887,0,0,0,336017,35295,88948,91835,2562.0,1818,687,1,0,0,0,5,16,35,0,493.15786578657867,606.3100436681223,698,0,0,0,79643.4,2051.9375,1841.0285714285715,0,896561,416535,698,0,0,0,398217,32831,64436,0,0.0
