Municipio,Codigo,Año,Total suscriptores urbanos,Suscriptores  urbano estrato 01,Suscriptores  urbano estrato 02,Suscriptores urbano estrato 03,Suscriptores urbano estrato 04,Suscriptores  urbano estrato 05,Suscriptores urbano estrato 06,Suscriptores urbano industrial,Suscriptores urbano  comercial,Suscriptores urbano oficial,Suscriptores urbano alumbrado publico,Consumo promedio urbano estrato 01,Consumo promedio urbano estrato 02,Consumo promedio urbano estrato 03,Consumo promedio urbano estrato 04,Consumo promedio urbano estrato 05,Consumo promedio urbano estrato 06,Consumo promedio urbano industrial,Consumo promedio urbano comercial,Consumo promedio urbano oficial,Consumo promedio urbano alumbrado publico,Consumo total urbano estrato 01,Consumo total urbano estrato 02,Consumo total urbano estrato 03,Consumo total urbano estrato 04,Consumo total urbano estrato 05,Consumo total urbano estrato 06,Consumo total urbano industrial,Consumo total urbano comercial,Consumo total urbano oficial,Consumo total urbano alumbrado publico,# Suscriptores rurales,Suscriptores rural estrato 01,Suscriptores  rural estrato 02,Suscriptores  rural estrato 03,Suscriptores rural estrato 04,Suscriptores rural estrato 05,Suscriptores rural estrato 06,Suscriptores rural industrial,Suscriptores rural comercial,Suscriptores rural oficial,Suscriptores rural alumbrado publico,Consumo promedio rural estrato 01,Consumo promedio rural estrato 02,Consumo promedio rural estrato 03,Consumo promedio rural estrato 04,Consumo promedio rural estrato 05,Consumo promedio rural estrato 06,Consumo promedio rural industrial,Consumo promedio rural comercial,Consumo promedio rural oficial,Consumo promedio rural alumbrado publico,Consumo total rural estrato 01,Consumo total rural estrato 02,Consumo total rural estrato 03,Consumo total rural estrato 04,Consumo total rural estrato 05,Consumo total rural estrato 06,Consumo total rural industrial,Consumo total rural comercial,Consumo total rural oficial,Consumo total rural alumbrado publico,Porcentaje cobertuta municipio
Purace,19585,2013,828,311,449,18,0,0,0,7,5,29,9,536.3311897106109,862.2227171492204,1057.8333333333333,0,0,0,31322.428571428572,6539.2,3227.6206896551726,10516.888888888889,166799,387138,19041,0,0,0,219257,32696,93601,94652,2573.0,1879,636,1,0,0,0,4,19,34,0,437.0697179350718,608.2028301886793,1084,0,0,0,141184.75,2504.7368421052633,1896.7058823529412,0,821254,386817,1084,0,0,0,564739,47590,64488,0,0.88
Purace,19585,2014,895,334,483,19,5,0,0,9,5,30,10,494.1796407185629,851.4679089026915,900.1578947368421,644,0,0,62927.333333333336,6028.6,4214.566666666667,7302.5,165056,411259,17103,3220,0,0,566346,30143,126437,73025,2599.0,1907,632,1,0,0,0,5,20,34,0,387.93078133193495,629.4113924050633,1053,0,0,0,111971.4,2337.2,1433.0588235294117,0,739784,397788,1053,0,0,0,559857,46744,48724,0,0.92
Purace,19585,2015,920,353,493,17,4,0,0,10,6,29,8,493.3201133144476,857.870182555781,1889.2941176470588,1021.25,0,0,100084.9,4914.166666666667,12671.172413793103,8250.875,174142,422930,32118,4085,0,0,1000849,29485,367464,66007,2774.0,2083,631,1,0,0,0,4,21,34,0,384.4829572731637,659.8494453248811,955,0,0,0,188009.75,2488.4285714285716,1620.4705882352941,0,800878,416365,955,0,0,0,752039,52257,55096,0,0.95
Purace,19585,2016,960,362,523,15,5,0,0,11,6,30,8,526.0497237569061,867.5353728489483,1783.8235294117646,930.6,0,0,89249.81818181818,6229,21917.066666666666,8334.375,190430,453721,30325,4653,0,0,981748,37374,657512,66675,2817.0,2120,634,1,0,0,0,5,22,35,0,388.20990566037733,671.9794952681387,938,0,0,0,179758.8,2719.2272727272725,1827.0285714285715,0,823005,426035,938,0,0,0,898794,59823,63946,0,0.96
Purace,19585,2017,1020,374,565,17,7,0,0,13,6,30,8,527.5080213903743,847.5398230088496,1587.0588235294117,1113,0,0,69479.07692307692,6411.333333333333,41470.26666666667,8311.625,197288,478860,26980,7791,0,0,903228,38468,1244108,66493,8733.0,2198,6471,1,0,0,0,5,23,35,0,389.8130118289354,715.919629057187,984,0,0,0,146536.8,2389.391304347826,2491.9142857142856,0,856809,463200,984,0,0,0,732684,54956,87217,0,0.98
San Sebastian,19693,2016,449,405,5,0,0,0,0,3,6,20,10,885.7333333333333,1161,0,0,0,0,6783,525.1666666666666,2710.45,9940.5,358722,5805,0,0,0,0,20349,3151,54209,99405,2846.0,2762,11,0,0,0,0,2,12,55,4,858.034395365677,1008.2727272727273,0,0,0,0,16665,1061.8333333333333,3183.7818181818184,893,2369891,11091,0,0,0,0,33330,12742,175108,3572,0.88
Rosas,19622,2012,412,129,211,15,0,0,0,6,29,16,6,864.6744186046511,1155.4265402843603,1952.6666666666667,0,0,0,12054.833333333334,2774.655172413793,3886.3125,25174.833333333332,111543,243795,29290,0,0,0,72329,80465,62181,151049,2502.0,2323,101,0,0,0,0,10,28,40,0,714.7679724494188,749.940594059406,0,0,0,0,527.6,3927.3214285714284,792.875,0,1660406,75744,0,0,0,0,5276,109965,31715,0,0.0
Rosas,19622,2013,422,140,210,15,0,0,0,6,29,16,6,1168.2071428571428,1446.2142857142858,2051.3333333333335,0,0,0,12571.833333333334,1862.0344827586207,3493.0625,29103.166666666668,163549,303705,30770,0,0,0,75431,53999,55889,174619,2542.0,2356,101,0,0,0,0,10,34,41,0,851.3909168081494,890.9009900990098,0,0,0,0,247.7,4667.823529411765,1101.8048780487804,0,2005877,89981,0,0,0,0,2477,158706,45174,0,0.93
Rosas,19622,2014,433,147,217,14,0,0,0,7,28,14,6,933.9795918367347,1196.9769585253457,1607.4285714285713,0,0,0,10199.285714285714,1870.392857142857,4241.071428571428,28705.166666666668,137295,259744,22504,0,0,0,71395,52371,59375,172231,2670.0,2479,102,0,0,0,0,12,37,40,0,707.1177894312223,755.5098039215686,0,0,0,0,1893.75,4087.864864864865,1103.225,0,1752945,77062,0,0,0,0,22725,151251,44129,0,0.94
Rosas,19622,2015,444,160,218,14,0,0,0,6,26,14,6,949.01875,1223.119266055046,1323.5,0,0,0,8590.125,2000.3076923076924,4455.5,28652,151843,266640,18529,0,0,0,68721,52008,62377,171912,2703.0,2518,99,0,0,0,0,13,36,37,0,716.813343923749,845.5555555555555,0,0,0,0,1487.3846153846155,3284.1666666666665,1195.7567567567567,0,1804936,83710,0,0,0,0,19336,118230,44243,0,0.95
Rosas,19622,2016,454,166,220,13,0,0,0,8,27,14,6,924.0240963855422,1199.8090909090909,1446.2307692307693,0,0,0,7124,3077.4074074074074,4263.214285714285,28942.666666666668,153388,263958,18801,0,0,0,56992,83090,59685,173656,2708.0,2527,98,0,0,0,0,12,32,39,0,640.98891966759,709.2551020408164,0,0,0,0,706.5,3432.3125,927.5897435897435,0,1619779,69507,0,0,0,0,8478,109834,36176,0,0.95
Rosas,19622,2017,465,176,224,10,0,0,0,8,27,14,6,871.4147727272727,1128.669642857143,1322.1,0,0,0,8140.125,3172.703703703704,4013.714285714286,29173.166666666668,153369,252822,13221,0,0,0,65121,85663,56192,175039,2772.0,2592,97,0,0,0,0,11,33,39,0,760.0902777777778,780.9896907216495,0,0,0,0,576.6363636363636,3477.5757575757575,1001.9230769230769,0,1970154,75756,0,0,0,0,6343,114760,39075,0,0.96
San Sebastian,19693,2012,416,368,5,0,0,0,0,3,3,23,14,540.1277173913044,827,0,0,0,0,5568,215.66666666666666,4334.304347826087,6946,198767,4135,0,0,0,0,16704,647,99689,97244,2691.0,2614,9,0,0,0,0,3,9,52,4,450.4927314460597,466.77777777777777,0,0,0,0,12290,1361.888888888889,2458.3846153846152,1400,1177588,4201,0,0,0,0,36870,12257,127836,5600,0.0
San Sebastian,19693,2013,423,374,6,0,0,0,0,3,5,23,12,794.5855614973262,1085.3333333333333,0,0,0,0,6431,1189.2,2817.782608695652,17420.916666666668,297175,6512,0,0,0,0,19293,5946,64809,209051,2738.0,2652,10,0,0,0,0,4,12,58,2,701.2386877828054,809.4,0,0,0,0,10242.75,974.0833333333334,3000.9655172413795,5818,1859685,8094,0,0,0,0,40971,11689,174056,11636,0.84
San Sebastian,19693,2014,449,402,5,1,0,0,0,3,6,20,12,732.5895522388059,1030,0,0,0,0,6588.333333333333,1443,3173.65,19739.75,294501,5150,0,0,0,0,19765,8658,63473,236877,2833.0,2747,10,0,0,0,0,2,13,59,2,840.3884237349836,1065.3,0,0,0,0,18424,1722,3187.322033898305,5737,2308547,10653,0,0,0,0,36848,22386,188052,11474,0.85
San Sebastian,19693,2015,453,406,5,1,0,0,0,3,6,20,12,847.2832512315271,1041.4,579,0,0,0,6601.666666666667,523.6666666666666,2649.65,13913.416666666666,343997,5207,579,0,0,0,19805,3142,52993,166961,2800.0,2718,11,0,0,0,0,1,12,55,3,890.2174392935982,1031.6363636363637,0,0,0,0,18326,941.75,3960.2909090909093,2805.6666666666665,2419611,11348,0,0,0,0,36652,11301,217816,8417,0.85
San Sebastian,19693,2017,454,407,6,0,2,0,0,4,6,20,9,870.8255528255528,916.3333333333334,0,105.5,0,0,68549.75,575.8333333333334,2237.5,10232.111111111111,354426,5498,0,211,0,0,274199,3455,44750,92089,2885.0,2801,11,0,0,0,0,2,12,55,4,1091.8711174580508,1168,0,0,0,0,17271,664.0833333333334,3340.7636363636366,16,3058331,12848,0,0,0,0,34542,7969,183742,64,0.96
Santa Rosa,19701,2012,288,215,56,0,0,0,0,1,1,9,6,569.5209302325582,664.5,0,0,0,0,22511,1119,3955.777777777778,14581.166666666666,122447,37212,0,0,0,0,22511,1119,35602,87487,1186.0,1122,16,0,0,0,0,0,11,37,0,412.1818181818182,397.1875,0,0,0,0,0,2144.6363636363635,809.8648648648649,0,462468,6355,0,0,0,0,0,23591,29965,0,0.0
Santa Rosa,19701,2013,321,242,57,0,1,0,0,1,3,12,5,904.5413223140496,987.9122807017544,0,146,0,0,24828,731.3333333333334,8513.083333333334,29669,218899,56311,0,146,0,0,24828,2194,102157,148345,1155.0,1086,17,0,0,0,0,1,12,39,0,741.7550644567219,768.4705882352941,0,0,0,0,6,2452.5,1005.1794871794872,0,805546,13064,0,0,0,0,6,29430,39202,0,0.78
Santa Rosa,19701,2014,340,262,56,0,0,0,0,1,3,13,5,622.4274809160305,525.0535714285714,0,0,0,0,28660,964.6666666666666,1728.1538461538462,29261.8,163076,29403,0,0,0,0,28660,2894,22466,146309,1157.0,1091,17,0,0,0,0,1,12,36,0,953.038496791934,942.3529411764706,0,0,0,0,1,2525.5833333333335,862.75,0,1039765,16020,0,0,0,0,1,30307,31059,0,0.79
Santa Rosa,19701,2015,350,274,52,0,0,0,0,1,4,12,5,783.3540145985402,670.8461538461538,0,0,0,0,24262,1084.25,1799.75,29207.8,214639,34884,0,0,0,0,24262,4337,21597,146039,1166.0,1101,17,0,0,0,0,1,12,35,0,862.8437783832879,954.4705882352941,0,0,0,0,0,2573.0833333333335,1111.2857142857142,0,949991,16226,0,0,0,0,0,30877,38895,0,0.82
Santa Rosa,19701,2016,371,296,53,0,0,0,0,1,4,12,5,894.2432432432432,684.7169811320755,0,0,0,0,24558,924.25,1590.5,29503.8,264696,36290,0,0,0,0,24558,3697,19086,147519,1210.0,1145,17,0,0,0,0,1,12,35,0,690.8794759825328,983.1764705882352,0,0,0,0,1,2577.4166666666665,1396.9714285714285,0,791057,16714,0,0,0,0,1,30929,48894,0,0.84
Santa Rosa,19701,2017,387,312,52,0,0,0,0,1,5,12,5,798.3814102564103,394.46153846153845,0,0,0,0,21660,1405.4,1769,29422.8,249095,20512,0,0,0,0,21660,7027,21228,147114,1487.0,1421,17,0,0,0,0,1,13,35,0,1064.192118226601,1224.5294117647059,0,0,0,0,0,2157.846153846154,1223.8285714285714,0,1512217,20817,0,0,0,0,0,28052,42834,0,0.85
Santander de Quil.,19598,2012,16644,4751,6588,3482,44,0,0,176,1422,99,82,1236.84908440328,1354.3708257437765,1526.3541068351522,2040.0681818181818,0,0,292570.1477272727,4818.229957805907,13922.484848484848,43514.670731707316,5876270,8922595,5314765,89763,0,0,51492346,6851523,1378326,3568203,10599.0,9537,675,28,14,0,0,108,133,104,0,912.9097200377478,1560.762962962963,5003.964285714285,4131.428571428572,0,0,59541.63888888889,6054.93984962406,8698.346153846154,0,8706420,1053515,140111,57840,0,0,6430497,805307,904628,0,0.0
Santander de Quil.,19598,2013,17331,5146,6835,3521,44,0,0,168,1427,107,83,1155.2870190439176,1381.334455010973,1533.212155637603,2059.0227272727275,0,0,231547.64880952382,5125.35248773651,11486.373831775702,46476.97590361446,5945107,9441421,5398440,90597,0,0,38900005,7313878,1229042,3857589,10753.0,9654,656,43,10,0,0,112,158,120,0,870.8103376838616,1612.530487804878,3754.3023255813955,3910,0,0,70661.58035714286,9186.132911392406,11272.125,0,8406803,1057820,161435,39100,0,0,7914097,1451409,1352655,0,81%%
Santander de Quil.,19598,2014,17958,5617,7049,3495,44,0,0,156,1420,94,83,1110.9067117678476,1342.4673003262874,1520.862947067239,1855.4318181818182,0,0,198693.5128205128,5101.433802816901,11027.117021276596,45891.48192771084,6239963,9463052,5315416,81639,0,0,30996188,7244036,1036549,3808993,11641.0,10426,677,83,10,0,0,114,205,126,0,846.1995012468828,1648.9719350073856,2772.722891566265,3828,0,0,62256.087719298244,9700.058536585366,12278.984126984127,0,8822476,1116354,230136,38280,0,0,7097194,1988512,1547152,0,0.82
Santander de Quil.,19598,2015,18958,6191,7413,3548,44,0,0,151,1440,88,83,1090.9145533839444,1315.5636044786186,1481.5992108229989,1894.4545454545455,0,0,197992.29801324505,5075.152083333333,11019.15909090909,46068.530120481926,6753852,9752273,5256714,83356,0,0,29896837,7308219,969686,3823688,11583.0,10391,649,82,9,0,0,118,207,127,0,890.4408622846694,1701.0616332819723,2337.682926829268,3442.222222222222,0,0,68868.21186440678,12520.975845410629,13088.409448818898,0,9252571,1103989,191690,30980,0,0,8126449,2591842,1662228,0,0.83
Sotara ,19760,2012,344,158,151,1,0,1,0,4,13,15,1,2310.9430379746836,893.225165562914,1764,0,0,0,11300.5,2750.3846153846152,4514.6,242678,365129,134877,1764,0,0,0,45202,35755,67719,242678,2624.0,2437,129,0,0,0,0,2,8,48,0,571.6089454247025,753.1085271317829,0,0,0,0,12573,3286.5,1079.8958333333333,0,1393011,97151,0,0,0,0,25146,26292,51835,0,0.0
Santander de Quil.,19598,2016,19852,6540,7788,3643,44,0,0,154,1509,91,83,1073.887003058104,1282.0392912172574,1429.9472961844633,1902.7045454545455,0,0,194189.36363636365,5141.065606361829,10459.406593406593,46871.048192771086,7023221,9984522,5209298,83719,0,0,29905162,7757868,951806,3890297,11472.0,10325,620,80,8,0,0,118,199,122,0,883.5600968523003,1671.7758064516129,2181.0875,3469.625,0,0,83580.07627118644,13718.698492462312,11972.795081967213,0,9122758,1036501,174487,27757,0,0,9862449,2730021,1460681,0,0.83
Santander de Quil.,19598,2017,21418,7552,8195,3703,45,0,1,157,1590,92,83,1014.4961599576271,1231.0760219646127,1356.6216581150418,1820.5333333333333,0,449,175754.71974522292,4683.759748427673,11222.521739130434,47083.3734939759,7661475,10088668,5023570,81924,0,449,27593491,7447178,1032472,3907920,12091.0,10943,622,79,7,0,0,120,200,120,0,874.0865393402175,1547.9887459807073,2288.4430379746836,3454.285714285714,0,0,77130.31666666667,13492.985,11071.508333333333,0,9565129,962849,180787,24180,0,0,9255638,2698597,1328581,0,0.85
Silvia,19743,2012,1823,534,741,378,46,3,0,15,70,29,7,777.1797752808989,1017.6869095816464,1142.484126984127,740.6521739130435,1216,0,40230.666666666664,2514.1857142857143,7004.241379310345,75752.28571428571,415014,754106,431859,3648,603460,0,603460,175993,203123,530266,4853.0,4666,68,0,1,0,0,14,26,78,0,568.6701671667381,725.8088235294117,0,728,0,0,104255.07142857143,2152.1923076923076,1407.2692307692307,0,2653415,49355,0,728,0,0,1459571,55957,109767,0,0.0
Silvia,19743,2013,1887,566,757,390,47,3,0,15,72,30,7,819.3445229681979,1041.110964332893,1183.7846153846153,674.8936170212766,1055.6666666666667,0,48682.26666666667,2961.6111111111113,7028.966666666666,86903.14285714286,463749,788121,461676,31720,3167,0,730234,213236,210869,608322,5542.0,5346,72,1,1,0,0,16,27,79,0,538.9554807332585,938.9722222222222,0,1638,0,0,99208.625,2127.4814814814813,1609.6582278481012,0,2881256,67606,0,1638,0,0,1587338,57442,127163,0,0.78
Sotara ,19760,2013,389,195,159,2,0,0,0,4,13,15,1,935.8307692307692,1160.5157232704403,2243,0,0,0,10838.75,3047.230769230769,4108.133333333333,283764,182487,184522,4486,0,0,0,43355,39614,61622,283764,2767.0,2565,140,6,0,0,0,1,9,46,0,690.9029239766082,959.1214285714286,882,0,0,0,26930,3171,1382.5652173913043,0,1772166,134277,5292,0,0,0,26930,28539,63598,0,0.86
Silvia,19743,2014,1898,595,750,383,47,3,0,15,69,29,7,744.5193277310924,966.9666666666667,1157.3890339425589,658.6136363636364,666,0,55404.46666666667,3357.6376811594205,7808.103448275862,85711.28571428571,442989,725225,443280,28979,1998,0,831067,231677,226435,599979,5672.0,5480,72,1,0,0,0,15,26,78,0,526.7916058394161,857.0416666666666,262,0,0,0,108854.8,2181.4615384615386,1542.820512820513,0,2886818,61707,262,0,0,0,1632822,56718,120340,0,0.81
Silvia,19743,2015,2051,622,766,494,39,3,0,15,74,31,7,745.983922829582,979.2741514360313,1186.969543147208,650.2820512820513,820,0,54478.26666666667,3761.4054054054054,7725.064516129032,85553.28571428571,464002,750124,467666,25361,2460,0,817174,278344,239477,598873,5999.0,5795,71,2,0,0,0,15,30,86,0,480.0402070750647,874.9295774647887,750.5,0,0,0,114680.06666666667,2003.2333333333333,1576.3720930232557,0,2781833,62120,1501,0,0,0,1720201,60097,135568,0,0.88
Silvia,19743,2016,1994,647,779,397,38,3,0,17,75,31,7,755.9799072642968,984.3966623876765,1197.9571788413098,699.5526315789474,1242,0,46299.882352941175,3613.2533333333336,7988.741935483871,86419.71428571429,489119,766845,475589,26583,3726,0,787098,270994,247651,604938,6026.0,5825,72,2,0,0,0,13,35,79,0,458.08944206008584,820.9722222222222,1496,0,0,0,72877.46153846153,1944.5714285714287,1643.2278481012659,0,2668371,59110,2992,0,0,0,947407,68060,129815,0,0.92
Silvia,19743,2017,2090,735,784,399,37,3,0,18,75,32,7,729.3863945578231,969.469387755102,1169.358395989975,689.7027027027027,1067,0,36228.055555555555,2940.346666666667,8178.21875,73003.71428571429,536099,760064,466574,25519,3201,0,652105,220526,261703,511026,6300.0,6097,73,2,0,0,0,10,38,80,0,599.0892242086272,981.3561643835617,396,0,0,0,8758.6,1841,1754.4375,0,3652647,71639,792,0,0,0,87586,69958,140355,0,0.95
Sotara ,19760,2014,352,167,151,1,0,0,0,4,13,15,1,753.2574850299401,897.8741721854304,2151,0,0,0,8142.5,3159,3918.5333333333333,265178,125794,135579,2151,0,0,0,32570,41067,58778,265178,2764.0,2577,129,0,0,0,0,3,8,47,0,479.83585564610013,813.6124031007752,0,0,0,0,13803.666666666666,3808.5,1278.8297872340424,0,1236537,104956,0,0,0,0,41411,30468,60105,0,0.87
Sotara ,19760,2015,370,182,153,1,0,0,0,4,14,15,1,885.5604395604396,916.7058823529412,3831,0,0,0,7828.75,2867.8571428571427,3670.4666666666667,107333,161172,140256,3831,0,0,0,31315,40150,55057,107333,2908.0,2693,142,6,0,0,0,4,10,53,0,516.9331600445599,946.2253521126761,1119,0,0,0,14986.5,3291.1,957.9622641509434,0,1392101,134364,6714,0,0,0,59946,32911,50772,0,88%%
Sotara ,19760,2016,427,229,159,2,0,0,0,5,16,15,1,913.292576419214,889.1949685534591,2916.5,0,0,0,9943.8,2376.125,3743.2,107892,209144,141382,5833,0,0,0,49719,38018,56148,107892,3037.0,2811,157,5,0,0,0,3,11,50,0,472.65955176093917,997.0509554140127,2823,0,0,0,25420.333333333332,3051.6363636363635,778.44,0,1328646,156537,14115,0,0,0,76261,33568,38922,0,0.89
Sotara ,19760,2017,492,286,165,2,0,0,0,5,17,16,1,826.1503496503497,949.4606060606061,2005.5,0,0,0,10655.4,3411.6470588235293,3767.75,107548,236279,156661,4011,0,0,0,53277,57998,60284,107548,3138.0,2903,163,5,0,0,0,3,14,50,0,610.6703410265243,1007.5030674846626,2780.6,0,0,0,22361.666666666668,3419,795.62,0,1772776,164223,13903,0,0,0,67085,47866,39781,0,0.89
Suarez,19780,2012,1593,1218,264,4,0,0,0,8,72,22,5,1262.6929392446634,1604,1417.75,0,0,0,10749.5,4223.277777777777,5669.681818181818,60050.2,1537960,423456,5671,0,0,0,85996,304076,124733,300251,2981.0,2838,52,0,0,0,0,28,14,49,0,936.1560958421423,1042.923076923077,0,0,0,0,12174.464285714286,2279.1428571428573,1587.857142857143,0,2656811,54232,0,0,0,0,340885,31908,77805,0,0.0
Suarez,19780,2013,1638,1257,266,3,0,0,0,11,74,23,4,1629.9498806682577,1948.4661654135339,1907.6666666666667,0,0,0,8625,3889.0405405405404,9918.347826086956,89197.75,2048847,518292,5723,0,0,0,94875,287789,228122,356791,2929.0,2782,51,0,0,0,0,34,14,48,0,1072.4852624011503,1292.862745098039,0,0,0,0,12852.264705882353,745.2142857142857,1294.2708333333333,0,2983654,65936,0,0,0,0,436977,10433,62125,0,0.81
Suarez,19780,2014,1722,1335,266,4,0,0,0,14,75,22,6,1757.3535580524344,2036.9323308270677,2915.5,0,0,0,23717.35714285714,3539.3333333333335,9904.954545454546,40906.833333333336,2346067,541824,11662,0,0,0,332043,265450,217909,245441,3619.0,3463,49,2,0,0,0,40,16,49,0,1107.9745885070747,1295.795918367347,109.5,0,0,0,8467.9,935.5625,1455.8367346938776,0,3836916,63494,219,0,0,0,338716,14969,71336,0,0.86
Suarez,19780,2015,1793,1409,259,4,0,0,0,13,76,26,6,1950.7281760113556,2171.7953667953666,2675,0,0,0,6098.846153846154,3751.25,9105.192307692309,39253.666666666664,2748576,562495,10700,0,0,0,79285,285095,236735,235522,3872.0,3705,46,0,0,0,0,42,18,61,0,1480.4186234817814,1854.2608695652175,0,0,0,0,8867.97619047619,2024.5,1274.5737704918033,0,5484951,85296,0,0,0,0,372455,36441,77749,0,0.9
Suarez,19780,2016,1794,1422,255,4,0,0,0,11,73,23,6,1725.8382559774964,1997.3019607843137,2060.75,0,0,0,5955.181818181818,3927.3561643835615,9198.478260869566,36960,2454142,509312,8243,0,0,0,65507,286697,211565,221760,3898.0,3733,44,0,0,0,0,49,17,55,0,1323.1004553978034,1792.5454545454545,0,0,0,0,24037.571428571428,1252.4117647058824,1529.6181818181817,0,4939134,78872,0,0,0,0,1177841,21291,84129,0,0.93
Suarez,19780,2017,1795,1430,248,4,0,0,0,11,73,23,6,1707.3867132867133,2052.733870967742,2016.75,0,0,0,5150.545454545455,4071.150684931507,7421.130434782609,49078.166666666664,2441563,509078,8067,0,0,0,56656,297194,170686,294469,3968.0,3803,43,0,0,0,0,50,17,55,0,1384.2892453326322,1732.5348837209303,0,0,0,0,8691.28,1125.5882352941176,1791.7636363636364,0,5264452,74499,0,0,0,0,434564,19135,98547,0,0.95
Sucre,19785,2012,425,375,11,0,0,0,0,3,14,12,10,619.3066666666666,903.2727272727273,0,0,0,0,257.3333333333333,1383.4285714285713,3893.6666666666665,9975.9,232240,9936,0,0,0,0,772,19368,46724,99759,1221.0,1159,35,0,0,0,0,2,2,23,0,347.5392579810181,352.34285714285716,0,0,0,0,14838,47,735.7391304347826,0,402798,12332,0,0,0,0,29676,94,16922,0,0.0
Sucre,19785,2013,440,391,11,0,0,0,0,3,15,12,8,834.1432225063938,1093.5454545454545,0,0,0,0,245.66666666666666,1537.8,3743.9166666666665,16552,326150,12029,0,0,0,0,737,23067,44927,132416,1282.0,1222,35,0,0,0,0,2,2,21,0,556.6317512274959,543.3714285714286,0,0,0,0,15577.5,1342.5,804.7619047619048,0,680204,19018,0,0,0,0,31155,2685,16900,0,0.78
Sucre,19785,2014,459,413,11,0,0,0,0,3,12,12,8,927.7796610169491,1349.3636363636363,0,0,0,0,323.3333333333333,1710,4158.166666666667,15542.5,383173,14843,0,0,0,0,970,20520,49898,124340,1344.0,1285,35,0,0,0,0,1,3,20,0,576.1081712062257,596.1714285714286,0,0,0,0,25037,249,795.3,0,740299,20866,0,0,0,0,25037,747,15906,0,0.8
Sucre,19785,2015,468,419,11,0,0,0,0,3,14,13,8,991.8663484486874,1304.4545454545455,0,0,0,0,369.6666666666667,1849.5714285714287,3661.3846153846152,6892,415592,14349,0,0,0,0,1109,25894,47598,55136,1369.0,1310,35,0,0,0,0,2,3,19,0,649.1847328244274,613.8285714285714,0,0,0,0,14356,335,1072.842105263158,0,850432,21484,0,0,0,0,28712,1005,20384,0,80%%
Sucre,19785,2016,502,452,11,0,0,0,0,4,14,13,8,828.3030973451328,1157,0,0,0,0,569.25,2209.1428571428573,3116.769230769231,6961.5,374393,12727,0,0,0,0,2277,30928,40518,55692,1383.0,1324,35,0,0,0,0,2,3,19,0,650.9418429003022,712.6571428571428,0,0,0,0,17305.5,309.3333333333333,991.1052631578947,0,861847,24943,0,0,0,0,34611,928,18831,0,0.81
Sucre,19785,2017,493,443,11,0,0,0,0,4,15,12,8,713.0699774266366,938.7272727272727,0,0,0,0,2514.5,1519.2666666666667,3556.5833333333335,7468.875,315890,10326,0,0,0,0,10058,22789,42679,59751,1592.0,1533,36,0,0,0,0,2,2,19,0,690.1128506196999,819.3611111111111,0,0,0,0,18853.5,433,867.5263157894736,0,1057943,29497,0,0,0,0,37707,866,16483,0,0.82
Timbio,19807,2012,4126,1968,1751,35,0,0,0,23,270,38,41,865.9059959349594,1251.912050256996,2144.0285714285715,0,0,0,6985.391304347826,1776.0777777777778,5980.131578947368,18450.756097560974,1704103,2192098,75041,0,0,0,160664,479541,227245,756481,4963.0,4334,526,9,0,0,0,19,38,37,0,602.4907706506691,978.2661596958175,1960.7777777777778,0,0,0,3970.4210526315787,3041.6315789473683,2105.189189189189,0,2611195,514568,17647,0,0,0,75438,115582,77892,0,0.0
Timbio,19807,2013,4223,2062,1755,31,0,0,0,21,277,37,40,830.8758486905916,1274.4501424501425,2161.3225806451615,0,0,0,8958.047619047618,1870.6137184115523,6184.7027027027025,21780.125,1713266,2236660,67001,0,0,0,188119,518160,228834,871205,4982.0,4376,512,8,0,0,0,20,37,29,0,597.543647166362,1029.345703125,1948.75,0,0,0,4394.05,5412.405405405405,2075.6666666666665,0,2614851,527025,15590,0,0,0,87881,200259,80951,0,85%%
Timbio,19807,2014,4406,2223,1775,31,0,0,0,22,279,36,40,859.3184885290149,1272.6101408450704,1968.1935483870968,0,0,0,8542.5,1718.888888888889,5632.194444444444,21656.175,1910265,2258883,61014,0,0,0,187935,479570,202759,866247,5364.0,4738,520,8,0,0,0,20,38,40,0,606.7817644575771,1117.7653846153846,2096.125,0,0,0,5064.2,6768.210526315789,2970.45,0,2874932,581238,16769,0,0,0,101284,257192,118818,0,0.87
Toribio,19821,2012,1041,714,259,16,0,0,0,5,20,22,5,866.6666666666666,987.976833976834,1034.1875,0,0,0,21059.2,4444.6,9701.181818181818,42956.2,618800,255886,16547,0,0,0,105296,88892,213426,214781,3680.0,3547,71,0,0,0,0,1,12,49,0,713.6289822385114,726.5633802816901,0,0,0,0,3200,1425.75,1461.5510204081634,0,2531242,51586,0,0,0,0,3200,17109,71616,0,0.0
Timbio,19807,2015,4517,2306,1800,29,0,0,0,22,285,35,40,895.661751951431,1295.591111111111,1978.9655172413793,0,0,0,9378.318181818182,1581.6175438596492,4853.714285714285,38446.725,2065396,2332064,57390,0,0,0,206323,450761,169880,1537869,5319.0,4704,509,9,0,0,0,20,37,40,0,627.4477040816327,1119.524557956778,1824.7777777777778,0,0,0,4627.4,7685.918918918919,4928.675,0,2951514,569838,16423,0,0,0,92548,284379,197147,0,0.89
